Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
4203,752072299009422293,20250609011815,484507462,29.947433,-90.069888,Central Business District,,Entire rental unit,Entire home/apt,2022-10-21,"New Orleans, LA",within an hour,99%,100%,f,7,7,t,t,12,4.0,4 baths,4.0,6.0,"[""Dishes and silverware"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Whirlpool refrigerator"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Toaster"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Cooking basics""]",$390.00,1,365,1,7,9,365,1.6,341.4,t,30,60,90,365,198,29,11,0,15,1.01,4.76,4.76,4.83,4.86,4.97
4204,752077101030374586,20250609011815,484454783,29.953314,-90.070776,Central Business District,,Entire rental unit,Entire home/apt,2022-10-20,"New Orleans, LA",within an hour,100%,100%,f,3,3,t,t,6,2.0,2 baths,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Pets allowed"", ""Toaster"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics"", ""FRIGIDAIRE refrigerator""]",$186.00,1,365,1,7,1,365,1.6,230.9,t,21,47,67,335,168,214,31,2,26,3.55,4.79,4.86,4.81,4.88,4.74
4205,752146680399056245,20250609011815,482625844,29.944658,-90.074506,Central Business District,,Entire rental unit,Entire home/apt,2022-10-07,"New Orleans, LA",within an hour,100%,100%,f,7,7,t,t,4,1.0,1 bath,1.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Private gym in building"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""SAMSUNG refrigerator"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics""]",$108.00,1,365,1,7,1,365,1.6,229.3,t,15,45,71,345,178,140,34,7,19,2.55,4.51,4.67,4.6,4.73,4.67
4206,752147030214924784,20250609011815,482625844,29.944658,-90.074506,Central Business District,,Entire rental unit,Entire home/apt,2022-10-07,"New Orleans, LA",within an hour,100%,100%,f,7,7,t,t,6,1.0,1 bath,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Private gym in building"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Toaster"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""SAMSUNG refrigerator"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics"", ""Pack \u2019n play/Travel crib""]",$145.00,1,365,1,7,1,365,1.6,318.1,t,22,48,78,353,186,6,3,0,1,0.21,4.33,4.67,4.5,4.67,4.33
4207,752147381345993173,20250609011815,482625844,29.944658,-90.074506,Central Business District,,Entire rental unit,Entire home/apt,2022-10-07,"New Orleans, LA",within an hour,100%,100%,f,7,7,t,t,6,2.0,2 baths,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Private gym in building"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""SAMSUNG refrigerator"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics""]",$124.00,1,365,1,4,1,365,1.6,346.8,t,25,55,85,360,193,193,31,3,29,3.47,4.63,4.72,4.64,4.76,4.72
4208,752147966089306496,20250609011815,482625844,29.944658,-90.074506,Central Business District,,Entire rental unit,Entire home/apt,2022-10-07,"New Orleans, LA",within an hour,100%,100%,f,7,7,t,t,8,2.0,2 baths,3.0,4.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Private gym in building"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""SAMSUNG refrigerator"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics""]",$155.00,1,365,1,5,2,365,1.6,339.5,t,30,60,90,365,198,141,6,1,7,2.44,4.76,4.82,4.76,4.77,4.79
4209,752149965107459357,20250609011815,482625844,29.94466,-90.07451,Central Business District,,Entire rental unit,Entire home/apt,2022-10-07,"New Orleans, LA",within an hour,100%,100%,f,7,7,t,t,16,4.0,4 baths,5.0,8.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Private gym in building"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""SAMSUNG refrigerator"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics""]",$366.00,1,365,1,7,1,365,1.6,339.2,t,17,47,77,352,185,20,3,0,1,0.68,4.5,4.55,4.85,4.85,4.4
4215,753565332103375201,20250609011815,511919,29.98162,-90.10069,City Park,,Entire townhouse,Entire home/apt,2011-04-15,"New Orleans, LA",within an hour,100%,100%,t,1,4,t,t,4,,1 bath,2.0,,"[""Books and reading material"", ""Dishes and silverware"", ""Stainless steel oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Portable heater"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Blender"", ""Radiant heating"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Private patio or balcony"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Ceiling fan"", ""Outdoor dining area"", ""TV with Disney+, HBO Max, Amazon Prime Video, Netflix, Apple TV, standard cable, Hulu"", ""Self check-in"", ""Samsung electric stove"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Window AC unit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Wifi \u2013 42 Mbps"", ""Dishwasher"", ""First aid kit"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free parking on premises"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Cleaning available during stay"", ""Safe"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""High chair"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Private entrance"", ""Freezer"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Keypad""]",,5,700,3,4,1125,1125,3.9,1125.0,t,1,1,1,1,1,60,28,1,13,1.91,4.93,4.93,4.95,4.92,4.95
4217,754568889613474024,20250609011815,123610502,29.93732,-90.08431,Central City,,Entire rental unit,Entire home/apt,2017-03-31,"Orlando, FL",within an hour,100%,98%,t,4,4,t,t,2,1.0,1 bath,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Air conditioning"", ""43 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""Fast wifi \u2013 291 Mbps"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Frigidaire stainless steel gas stove"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Clothing storage"", ""Freezer"", ""Keypad""]",$81.00,2,30,2,2,1125,1125,2.0,1125.0,t,30,60,90,361,196,33,10,0,13,1.05,4.85,4.97,4.88,5.0,4.58
4219,755826822967398870,20250609011815,385499570,29.96882,-90.09147,Mid-City,,Entire rental unit,Entire home/apt,2021-01-21,"New Orleans, LA",within an hour,100%,100%,f,3,3,t,t,2,1.0,1 bath,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Wifi"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Exterior security cameras on property"", ""Babysitter recommendations"", ""Fire extinguisher"", ""TV"", ""Oven"", ""Dedicated workspace"", ""Body soap"", ""Ethernet connection"", ""Laundromat nearby"", ""Safe"", ""Kitchen"", ""Cleaning available during stay"", ""Essentials"", ""Free street parking"", ""Pool table"", ""Hangers"", ""Extra pillows and blankets"", ""Ping pong table"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Frigidaire stainless steel gas stove"", ""Conditioner"", ""Courtyard view"", ""Folding or convertible high chair - available upon request"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Clothing storage"", ""Patio or balcony"", ""Freezer"", ""Keypad""]",$68.00,2,1125,1,3,1125,1125,2.0,1125.0,t,20,50,80,249,188,127,34,2,50,4.03,4.7,4.75,4.57,4.94,4.69
4220,755847926283082763,20250609011815,449245615,29.986003763861575,-90.06446006227718,Seventh Ward,,Entire townhouse,Entire home/apt,2022-03-12,,,,100%,t,1,2,t,t,4,1.0,1 bath,2.0,2.0,"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Portable heater"", ""Hot water"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Window AC unit"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Keypad""]",$280.00,1,365,1,1,365,365,1.0,365.0,t,29,59,89,92,89,5,4,0,4,0.4,5.0,5.0,4.8,5.0,4.2
4221,756379124268584671,20250609011815,482625844,29.944658,-90.074506,Central Business District,,Entire rental unit,Entire home/apt,2022-10-07,"New Orleans, LA",within an hour,100%,100%,f,7,7,t,t,10,,2 baths,3.0,,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Private gym in building"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Paid parking off premises"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""SAMSUNG refrigerator"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Cooking basics"", ""Pack \u2019n play/Travel crib""]",,1,365,1,5,1,365,1.6,221.3,t,13,32,51,304,137,4,1,0,1,0.14,4.5,4.75,4.0,4.25,4.75
4225,757179774547649414,20250609011815,487170478,29.9733672,-90.0802765,Treme - Lafitte,,Private room in home,Private room,2022-11-10,"Avondale, LA",,,0%,f,3,4,t,t,2,1.0,1 private bath,1.0,1.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Mini fridge"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Ceiling fan"", ""Central heating"", ""Smoke alarm"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Exterior security cameras on property"", ""32 inch HDTV with Roku"", ""Essentials"", ""Free street parking"", ""Lock on bedroom door"", ""Hangers"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Bathtub"", ""Coffee"", ""Private entrance""]",$173.00,2,30,3,4,30,30,3.9,30.0,t,0,0,0,167,0,0,0,0,0,,,,,,
4227,757320091289491333,20250609011815,387721599,29.9728974,-90.0546533,St. Roch,,Private room in home,Private room,2021-02-08,"New Orleans, LA",within an hour,100%,92%,t,1,1,t,t,2,1.0,1 private bath,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Blender"", ""Shower gel"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Wifi"", ""Mini fridge"", ""EV charger"", ""Air conditioning"", ""Portable fans"", ""Stove"", ""Ceiling fan"", ""Coffee maker: french press, Nespresso"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Refrigerator"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Freezer"", ""Backyard"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Lock on bedroom door"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Fire pit"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Single oven"", ""Private entrance"", ""Clothing storage: wardrobe"", ""Keypad""]",$171.00,25,730,1,1,730,730,1.0,730.0,t,18,48,78,217,139,36,34,0,24,1.97,4.94,4.92,5.0,5.0,4.53
4235,759205967422255102,20250609011815,109287696,29.94842,-90.12224,East Carrollton,,Entire rental unit,Entire home/apt,2017-01-01,"New Orleans, LA",within an hour,100%,100%,t,1,1,t,t,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Stainless steel oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Mini fridge"", ""Room-darkening shades"", ""Wifi"", ""Private patio or balcony"", ""Outdoor furniture"", ""Outdoor dining area"", ""Self check-in"", ""Central heating"", ""Smoke alarm"", ""Microwave"", ""Electric stove"", ""Window AC unit"", ""Refrigerator"", ""Dove body soap"", ""Bed linens"", ""HDTV with Roku"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Baking sheet"", ""Bathtub"", ""Cooking basics"", ""Coffee"", ""Private entrance""]",$82.00,2,1125,1,3,1125,1125,2.1,1125.0,t,17,34,62,212,158,51,24,1,23,1.67,4.88,4.94,4.96,4.98,4.61
4243,761343083818252887,20250609011815,480717408,29.96779,-90.03892,St. Claude,,Entire townhouse,Entire home/apt,2022-09-23,,within an hour,100%,99%,t,4,7,t,f,4,1.0,1 bath,2.0,2.0,"[""Books and reading material"", ""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Outdoor dining area"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Refrigerator"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""First aid kit"", ""Backyard"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Keypad""]",$100.00,2,365,2,2,365,365,2.0,365.0,t,21,51,81,81,81,44,17,1,17,1.4,4.91,4.86,4.95,4.95,4.68
4245,761589668973662668,20250609011815,395196440,29.96397,-90.03835,St. Claude,,Private room in home,Private room,2021-04-02,,within an hour,100%,97%,t,4,6,t,t,2,1.0,1 private bath,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Wifi"", ""Air conditioning"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Essentials"", ""Free street parking"", ""Lock on bedroom door"", ""Smart lock"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Heating - split type ductless system"", ""Conditioner"", ""Bathtub"", ""Coffee"", ""Wine glasses"", ""Private entrance""]",$75.00,3,15,3,4,15,15,3.1,15.0,t,0,0,14,14,14,50,12,0,13,1.63,4.88,4.88,4.96,4.96,4.82
4252,765914632325759746,20250609011815,64823547,29.9280672,-90.0749504,St. Thomas Dev,,Entire townhouse,Entire home/apt,2016-03-28,"New Orleans, LA",within an hour,100%,100%,t,90,128,t,t,4,2.0,2 baths,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Stainless steel electric stove"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free residential garage on premises"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Noise decibel monitors on property"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Backyard"", ""Oven"", ""Babysitter recommendations"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Smart lock"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Private entrance"", ""Freezer""]",$116.00,1,365,1,3,1125,1125,2.7,1125.0,t,20,49,77,348,181,116,28,2,38,3.73,4.87,4.88,4.89,4.96,4.86
4253,766510628760449455,20250609011815,237336807,29.9718,-90.07129,Seventh Ward,,Entire rental unit,Entire home/apt,2019-01-17,"New Orleans, LA",,,50%,f,4,6,t,t,2,,1.5 baths,1.0,,"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Portable heater"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Refrigerator"", ""Noise decibel monitors on property"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Cooking basics""]",,30,365,30,30,365,365,30.0,365.0,t,27,57,87,87,87,0,0,0,0,,,,,,
4256,767553259221712232,20250609011815,269109081,29.9620156,-90.0092355,Lower Ninth Ward,,Entire townhouse,Entire home/apt,2019-06-16,"New Orleans, LA",,,,f,1,1,t,t,6,3.0,3 baths,3.0,3.0,"[""Dishes and silverware"", ""Stainless steel oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Ceiling fan"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Pets allowed"", ""Toaster"", ""Microwave"", ""Dove body soap"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""GE stainless steel electric stove"", ""First aid kit"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Safe"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Trash compactor"", ""60 inch HDTV with standard cable, Hulu, Disney+, Apple TV, Netflix, Amazon Prime Video"", ""Bathtub"", ""General Electric refrigerator"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Freezer"", ""Keypad""]",$176.00,30,1125,30,30,1125,1125,30.0,1125.0,t,29,59,89,364,197,15,0,0,0,0.5,4.87,4.93,4.87,5.0,4.4
4258,768293169006662066,20250609011815,136665450,29.97238,-90.04232,St. Claude,,Private room in home,Private room,2017-06-23,"New Orleans, LA",,,,f,1,1,t,t,4,2.0,2 baths,2.0,2.0,"[""First aid kit"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Piano"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Air conditioning"", ""Free parking on premises""]",$142.00,30,90,30,30,1125,1125,30.0,1125.0,,30,60,90,365,198,0,0,0,0,,,,,,
4259,768913299768918083,20250609011815,64823547,29.9716533,-90.0873407,Bayou St. John,,Entire rental unit,Entire home/apt,2016-03-28,"New Orleans, LA",within an hour,100%,100%,t,90,128,t,t,4,1.0,1 bath,2.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Pack \u2019n play/Travel crib - available upon request"", ""Stove"", ""Outdoor dining area"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Oven"", ""Babysitter recommendations"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Ethernet connection"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Private entrance"", ""Freezer""]",$75.00,1,120,1,4,1125,1125,3.0,1125.0,t,24,46,76,351,184,117,41,3,50,3.81,4.8,4.8,4.85,4.88,4.44
