Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
0,19091,20250609011815,72880,29.961,-90.1195,Leonidas,,Entire rental unit,Entire home/apt,2010-01-23,"New Orleans, LA",within an hour,100%,100%,f,1,1,t,t,2,1.0,1 bath,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Blender"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""TV with standard cable"", ""Portable fans"", ""Stove"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Paid parking on premises"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Sony sound system"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Freezer"", ""Keypad""]",$62.00,1,365,1,1,365,365,1.0,365.0,t,10,19,23,288,126,504,1,0,0,2.73,4.89,4.95,4.87,4.98,4.68
1,71624,20250609011815,367223,29.96153,-90.04364,Bywater,,Entire rental unit,Entire home/apt,2011-01-29,"New Orleans, LA",,,47%,t,1,2,t,t,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""TV with standard cable"", ""Dryer"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cooking basics""]",$150.00,30,1125,30,30,1125,1125,30.0,1125.0,t,30,60,90,356,189,316,8,0,19,1.81,4.94,4.92,4.93,4.98,4.84
2,79536,20250609011815,428362,29.97803,-90.0745,Seventh Ward,,Entire rental unit,Entire home/apt,2011-03-07,"New Orleans, LA",within an hour,100%,99%,t,1,1,t,t,2,,1 bath,1.0,,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Shower gel"", ""Hot water"", ""Private patio or balcony"", ""Air conditioning"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib - available upon request"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Fast wifi \u2013 109 Mbps"", ""Free parking on premises"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Safe"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Private entrance""]",,3,29,1,3,29,29,3.0,29.0,t,8,8,8,8,8,781,50,0,54,4.54,4.9,4.94,4.95,4.98,4.55
3,79609,20250609011815,428909,29.96448,-90.03667,St. Claude,,Entire guest suite,Entire home/apt,2011-03-07,"New Orleans, LA",,,100%,t,1,1,t,t,3,1.0,1 bath,2.0,2.0,"[""Books and reading material"", ""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Wifi"", ""Mini fridge"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Portable fans"", ""Outdoor dining area"", ""Waterfront"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""First aid kit"", ""Fire extinguisher"", ""Body soap"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Indoor fireplace: electric"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In building"", ""Conditioner"", ""HDTV with Apple TV, Fire TV, HBO Max, Netflix, premium cable, standard cable"", ""Coffee"", ""Wine glasses"", ""BBQ grill"", ""Clothing storage"", ""Free dryer \u2013 In building""]",$121.00,30,91,30,30,91,91,30.0,91.0,t,27,57,87,356,195,506,5,0,17,2.91,4.96,4.95,4.99,4.99,4.84
4,80869,20250609011815,437783,29.96811,-90.05905,Marigny,,Private room in home,Private room,2011-03-12,"New Orleans, LA",within an hour,100%,99%,t,2,3,t,t,2,2.0,2 shared baths,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Record player"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Dryer"", ""Portable fans"", ""Stove"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Sound system"", ""Microwave"", ""Refrigerator"", ""Bread maker"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""Body soap"", ""Ethernet connection"", ""Rice maker"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Pool table"", ""Lock on bedroom door"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Clothing storage"", ""Patio or balcony"", ""Freezer"", ""Keypad""]",$80.00,1,30,1,1,1125,1125,1.0,1125.0,t,8,37,64,210,143,989,51,4,39,5.71,4.83,4.85,4.77,4.91,4.72
5,84725,20250609011815,85132,29.93608,-90.07997,Central City,,Room in boutique hotel,Private room,2010-02-24,"New Orleans, LA",within an hour,94%,7%,f,95,122,t,f,4,1.0,1 private bath,1.0,2.0,"[""Dishes and silverware"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill"", ""Heating"", ""Blender"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""TV with standard cable"", ""Ceiling fan"", ""Hot tub"", ""Free dryer"", ""Coffee maker"", ""Paid parking on premises"", ""Smoke alarm"", ""Shampoo"", ""Sound system"", ""Microwave"", ""Electric stove"", ""Elevator"", ""Refrigerator"", ""Shared pool - "", ""Bed linens"", ""Free washer"", ""Hair dryer"", ""Fire extinguisher"", ""Body soap"", ""Ethernet connection"", ""Safe"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Dining table"", ""Shared gym"", ""Private living room"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Freezer""]",$317.00,30,1125,30,30,1125,1125,30.0,1125.0,t,30,60,90,365,198,5,0,0,0,0.03,3.67,4.5,5.0,4.25,4.75
6,90806,20250609011815,485705,29.97264,-90.09992,Mid-City,,Entire rental unit,Entire home/apt,2011-04-05,"New Orleans, LA",,,100%,f,1,4,t,t,2,1.0,1 bath,1.0,2.0,"[""Books and reading material"", ""Frigidaire stainless steel single oven"", ""55 inch HDTV"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Radiant heating"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Ceiling fan"", ""Bikes"", ""Self check-in"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Coffee maker: drip coffee maker, french press"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Dedicated workspace"", ""Laundromat nearby"", ""Bidet"", ""Cleaning available during stay"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Bathtub"", ""Baby safety gates"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Freezer"", ""Frigidaire induction stove""]",$68.00,30,365,30,30,365,365,30.0,365.0,t,30,60,90,365,198,144,1,0,1,0.86,4.94,4.96,4.91,4.97,4.9
7,183207,20250609011815,437783,29.96811,-90.05905,Marigny,,Private room in home,Private room,2011-03-12,"New Orleans, LA",within an hour,100%,99%,t,2,3,t,t,2,2.0,2 shared baths,1.0,1.0,"[""Books and reading material"", ""Dishes and silverware"", ""Record player"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Blender"", ""Central air conditioning"", ""Hot water"", ""Room-darkening shades"", ""Private patio or balcony"", ""Outdoor furniture"", ""Dryer"", ""Portable fans"", ""Stove"", ""Outdoor dining area"", ""Clothing storage: closet and wardrobe"", ""Coffee maker"", ""Self check-in"", ""Central heating"", ""Smoke alarm"", ""Sound system"", ""Toaster"", ""Microwave"", ""Ginger Lily Farms conditioner"", ""Ginger Lily Farms body soap"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Bread maker"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Laundromat nearby"", ""Fast wifi \u2013 74 Mbps"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Pool table"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Ginger Lily Farms shampoo"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Private outdoor kitchen"", ""Freezer"", ""Keypad""]",$80.00,1,30,1,1,1125,1125,1.0,1125.0,t,10,39,64,208,136,920,45,0,42,5.51,4.84,4.83,4.78,4.9,4.69
8,184478,20250609011815,884946,30.01387,-90.08049,Fillmore,,Private room in home,Private room,2011-07-28,"New Orleans, LA",,,,f,1,3,t,f,4,,1 shared bath,2.0,,"[""First aid kit"", ""Breakfast"", ""Hair dryer"", ""TV"", ""Fire extinguisher"", ""Heating"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Private entrance"", ""Air conditioning"", ""Hangers"", ""Iron""]",,30,730,30,30,730,730,30.0,730.0,,0,0,0,0,0,2,0,0,0,0.03,5.0,5.0,5.0,5.0,5.0
9,204998,20250609011815,1006034,29.9678,-90.06675,Treme - Lafitte,,Entire rental unit,Entire home/apt,2011-08-22,"New Orleans, LA",,,0%,f,5,6,t,f,4,2.5,2.5 baths,2.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Cooking basics""]",$96.00,30,365,30,30,365,365,30.0,365.0,t,30,60,90,180,180,207,0,0,0,1.24,4.66,4.77,4.73,4.75,4.46
10,205008,20250609011815,1006034,29.96719,-90.07033,Treme - Lafitte,,Entire townhouse,Entire home/apt,2011-08-22,"New Orleans, LA",,,0%,f,5,6,t,f,4,2.5,2.5 baths,2.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cooking basics"", ""Private entrance""]",$146.00,30,365,30,30,365,365,30.0,365.0,t,30,60,90,180,180,290,0,0,0,1.74,4.83,4.91,4.88,4.74,4.48
11,240258,20250609011815,391462,29.96929,-90.05172,St. Roch,,Entire rental unit,Entire home/apt,2011-02-14,"New Orleans, LA",within an hour,100%,99%,t,2,3,t,t,3,1.0,1 bath,1.0,2.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""First aid kit"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Clothing storage""]",$88.00,3,365,3,3,1125,1125,3.0,1125.0,t,4,4,4,208,51,617,29,2,30,3.71,4.9,4.92,4.94,4.94,4.63
13,314233,20250609011815,1182408,29.96611,-90.06146,Marigny,,Entire rental unit,Entire home/apt,2011-09-19,"New York, NY",,,,f,1,1,t,t,2,1.0,1 bath,1.0,1.0,"[""Hair dryer"", ""Dishes and silverware"", ""Heating"", ""Self check-in"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Air conditioning"", ""Lockbox"", ""Iron""]",$131.00,30,60,30,30,60,60,30.0,60.0,t,29,59,89,364,197,80,0,0,0,0.49,4.78,4.75,4.44,4.99,5.0
16,405209,20250609011815,2019341,29.965829849243164,-90.06376647949219,Treme - Lafitte,,Entire rental unit,Entire home/apt,2012-03-27,"New Orleans, LA",within an hour,100%,100%,t,57,86,t,t,6,3.0,3 baths,3.0,5.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Shared pool"", ""Air conditioning"", ""Outdoor furniture"", ""BBQ grill: charcoal"", ""Pack \u2019n play/Travel crib - available upon request"", ""Stove"", ""Ceiling fan"", ""Clothing storage: closet and wardrobe"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Paid parking off premises"", ""Pets allowed"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""High chair - available upon request"", ""First aid kit"", ""Free parking on premises"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Ethernet connection"", ""Laundromat nearby"", ""Kitchen"", ""Cleaning available during stay"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Patio or balcony"", ""Freezer""]",$84.00,1,120,1,3,120,1125,2.3,582.6,t,6,19,44,294,142,192,16,2,18,1.53,4.77,4.77,4.79,4.93,4.67
21,458029,20250609011815,2277128,29.94844,-90.13186,Leonidas,,Entire rental unit,Entire home/apt,2012-05-02,"New Orleans, LA",within an hour,100%,60%,f,1,1,t,t,2,1.0,1 bath,1.0,1.0,"[""Dryer"", ""Washer"", ""Fire extinguisher"", ""Heating"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Wifi"", ""Free street parking"", ""Air conditioning"", ""Hair dryer""]",$100.00,30,1125,30,30,1125,1125,30.0,1125.0,t,20,48,78,353,186,94,4,0,5,0.6,4.79,4.82,4.81,4.95,4.9
22,474197,20250609011815,115001499,29.96587,-90.07053,Treme - Lafitte,,Entire townhouse,Entire home/apt,2017-02-05,,,,100%,,2,6,t,t,6,2.5,2.5 baths,3.0,3.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""TV with standard cable"", ""City skyline view"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Sound system"", ""Microwave"", ""Toaster"", ""Refrigerator"", ""Noise decibel monitors on property"", ""Lockbox"", ""Gas stove"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Private entrance"", ""Freezer""]",$314.00,2,365,2,3,1125,1125,2.0,1125.0,,17,46,76,339,177,85,8,0,11,0.53,4.73,4.81,4.74,4.62,4.73
26,648129,20250609011815,2383859,29.98282,-90.09417,City Park,,Entire guest suite,Entire home/apt,2012-05-15,"New Orleans, LA",,,,f,1,1,t,t,2,,1 bath,1.0,,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""TV with standard cable"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Cooking basics""]",,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,55,0,117,0,0,0,0.76,4.92,4.92,4.97,4.97,4.85
28,701364,20250609011815,2671376,29.97036,-90.05007,St. Roch,,Entire rental unit,Entire home/apt,2012-06-18,"New Orleans, LA",within an hour,100%,75%,t,2,6,t,t,3,1.0,1 bath,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Private patio or balcony"", ""Outdoor furniture"", ""Portable fans"", ""Ceiling fan"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Gas stove"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Laundromat nearby"", ""55 inch HDTV with Netflix, Roku"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Clothing storage: walk-in closet"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Freezer""]",$89.00,3,30,3,4,30,30,3.0,30.0,t,26,56,79,110,85,302,21,1,24,1.97,4.84,4.84,4.74,4.93,4.61
29,708852,20250609011815,103427,29.93396,-90.08066,Lower Garden District,,Entire rental unit,Entire home/apt,2010-04-04,"San Francisco, CA",a few days or more,9%,0%,f,65,286,t,t,2,1.0,1 bath,0.0,1.0,"[""Dishes and silverware"", ""Heating"", ""Pool"", ""Blender"", ""Hot water"", ""Mini fridge"", ""Wifi"", ""Air conditioning"", ""TV with standard cable"", ""Exercise equipment"", ""Dryer"", ""Coffee maker"", ""Paid parking on premises"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Gym"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Essentials"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Clothing storage""]",$244.00,30,60,30,30,60,60,30.0,60.0,t,30,60,90,90,90,0,0,0,0,,,,,,
31,719226,20250609011815,3710725,29.98078,-90.08057,Fairgrounds,,Entire rental unit,Entire home/apt,2012-09-29,"New Orleans, LA",,,0%,f,1,1,t,t,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Wifi"", ""Air conditioning"", ""Stove"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Lockbox"", ""Hair dryer"", ""Free parking on premises"", ""Oven"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Iron"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Private entrance"", ""Freezer""]",$50.00,30,5000,30,30,5000,5000,30.0,5000.0,t,0,0,0,126,0,34,0,0,0,0.22,4.7,4.53,4.74,4.76,4.67
32,742617,20250609011815,3888377,29.96768,-90.05683,Marigny,,Entire rental unit,Entire home/apt,2012-10-16,"New Orleans, LA",within a few hours,100%,95%,t,1,1,t,f,6,2.0,2 baths,3.0,4.0,"[""Dishes and silverware"", ""Heating"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Bathtub"", ""Piano"", ""Cooking basics""]",$245.00,3,15,3,3,15,15,3.0,15.0,t,25,55,85,304,184,326,29,1,35,2.17,4.65,4.71,4.39,4.82,4.7
34,780112,20250609011815,3233663,29.97728,-90.08278,Bayou St. John,,Entire rental unit,Entire home/apt,2012-08-12,"New Orleans, LA",,,,f,1,7,t,f,6,2.0,2 baths,3.0,5.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Shared pool"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""TV with standard cable"", ""Dryer"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Hair dryer"", ""Washer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""Patio or balcony""]",$238.00,30,1125,30,30,1125,1125,30.0,1125.0,t,29,59,89,269,197,97,0,0,0,0.65,4.94,4.96,4.88,5.0,4.94
36,790082,20250609011815,4163388,29.95852,-90.02569,Holy Cross,,Entire rental unit,Entire home/apt,2012-11-16,"New Orleans, LA",within an hour,100%,85%,t,5,5,t,t,4,1.0,1 bath,2.0,2.0,"[""River view"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Outdoor furniture"", ""TV with standard cable"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""First aid kit"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Fire pit"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Breakfast"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Private entrance"", ""Clothing storage"", ""Pack \u2019n play/Travel crib""]",$83.00,30,150,30,30,150,150,30.0,150.0,t,18,18,18,18,18,99,0,0,0,0.66,4.82,4.85,4.92,4.97,4.49
39,829933,20250609011815,3849334,29.96949,-90.07396,Treme - Lafitte,,Private room in home,Private room,2012-10-12,"New Orleans, LA",within a day,100%,100%,f,1,2,t,t,2,1.5,1.5 shared baths,1.0,1.0,"[""Indoor fireplace"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Blender"", ""Central air conditioning"", ""Hot water"", ""Mini fridge"", ""Wifi"", ""Outdoor furniture"", ""TV with standard cable"", ""Portable fans"", ""Ceiling fan"", ""Outdoor dining area"", ""Free dryer"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Gas stove"", ""Bed linens"", ""Free washer"", ""Hair dryer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Private entrance"", ""Patio or balcony"", ""Housekeeping - available at extra cost""]",$60.00,30,121,30,30,121,121,30.0,121.0,t,27,57,87,177,177,154,1,0,2,1.02,4.92,4.92,4.96,4.98,4.56
