Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
2000,35319968,20250609011815,12427699,29.96264,-90.03469,Bywater,,Entire rental unit,Entire home/apt,2014-02-20,"New Orleans, LA",,,,f,1,1,t,t,2,,1 bath,1.0,,"[""Dishes and silverware"", ""Heating"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Pack \u2019n play/Travel crib""]",,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,0,0,21,0,0,0,0.29,5.0,5.0,5.0,4.95,4.81
2200,39242896,20250609011815,41661300,29.92426,-90.08296,Irish Channel,,Entire condo,Entire home/apt,2015-08-16,"Donaldsonville, LA",,,,f,1,1,t,t,4,,1.5 baths,2.0,,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Dryer"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Microwave"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Baking sheet"", ""Bathtub"", ""Cooking basics"", ""Private entrance"", ""AC - split type ductless system""]",,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,0,0,18,0,0,0,0.26,4.78,4.89,4.28,4.94,4.94
2400,41433613,20250609011815,64365837,29.92103,-90.10893,Uptown,,Entire rental unit,Entire home/apt,2016-03-24,"New Orleans, LA",within an hour,100%,99%,t,65,69,t,t,6,2.0,2 baths,3.0,3.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Whirlpool single oven"", ""Room-darkening shades"", ""Wifi"", ""Private patio or balcony"", ""Pack \u2019n play/Travel crib - available upon request"", ""Frigidaire refrigerator"", ""Ceiling fan"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Whirlpool electric stove"", ""Luggage dropoff allowed"", ""Lockbox"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""First aid kit"", ""Exterior security cameras on property"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Cleaning available during stay"", ""Safe"", ""55 inch HDTV with Netflix, Roku"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Single level home"", ""Hot water kettle"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Folding or convertible high chair - available upon request"", ""Cooking basics"", ""Coffee"", ""Private entrance"", ""Freezer""]",$148.00,3,28,1,3,1125,1125,2.9,1125.0,t,0,0,0,0,0,155,38,2,29,2.35,4.93,4.97,4.88,4.97,4.99
2600,45075176,20250609011815,342910048,29.94276,-90.06897,Lower Garden District,,Entire rental unit,Entire home/apt,2020-03-31,"New Orleans, LA",within an hour,100%,94%,t,20,21,t,t,4,2.0,2 baths,2.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cooking basics"", ""Freezer"", ""Keypad""]",$146.00,30,365,1,7,365,365,2.3,365.0,t,18,47,72,336,180,85,4,0,11,1.46,4.84,4.82,4.87,4.94,4.82
2800,48371126,20250609011815,383432052,29.96876,-90.08127,Treme - Lafitte,,Entire home,Entire home/apt,2021-01-07,"New Orleans, LA",,,,f,2,2,t,f,4,,1 bath,2.0,,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Wine glasses"", ""Clothing storage"", ""Freezer""]",,30,1125,30,30,1125,1125,30.0,1125.0,t,1,1,1,75,3,44,0,0,0,0.85,4.8,4.75,4.8,4.93,4.7
3000,51153020,20250609011815,267363527,29.934155,-90.093971,Milan,,Entire villa,Entire home/apt,2019-06-09,"New Orleans, LA",within an hour,100%,100%,t,12,16,t,t,8,2.0,2 baths,3.0,4.0,"[""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Wifi"", ""Private patio or balcony"", ""Outdoor dining area"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Hair dryer"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Iron"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""BBQ grill"", ""Private entrance"", ""Keypad""]",$260.00,1,1125,1,2,1125,1125,1.6,1125.0,t,21,51,78,289,148,60,8,0,9,1.26,4.73,4.75,4.78,4.9,4.33
3200,53611877,20250609011815,433696318,29.96556,-90.04468,St. Claude,,Private room in bed and breakfast,Private room,2021-11-27,,within an hour,100%,98%,t,6,6,t,t,2,1.0,1 shared bath,1.0,1.0,"[""Books and reading material"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Ceiling fan"", ""Outdoor dining area"", ""Smoke alarm"", ""Shampoo"", ""Sound system"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Backyard"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Essentials"", ""Free street parking"", ""Lock on bedroom door"", ""Hangers"", ""Extra pillows and blankets"", ""Fire pit"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Breakfast"", ""Bathtub"", ""BBQ grill"", ""Private entrance"", ""Clothing storage"", ""Patio or balcony""]",$156.00,2,28,2,2,28,28,2.0,28.0,t,30,60,90,259,189,34,11,1,6,0.79,5.0,4.97,4.97,5.0,4.97
3400,557798675625812715,20250609011815,442920751,29.9347,-90.10672,Freret,,Entire condo,Entire home/apt,2022-01-31,,within an hour,100%,98%,f,5,6,t,t,4,1.0,1 bath,2.0,2.0,"[""Indoor fireplace"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Blender"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Washer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Extra pillows and blankets"", ""65 inch TV"", ""Iron"", ""Bathtub"", ""Dining table"", ""Private entrance"", ""Patio or balcony""]",$95.00,1,365,1,3,1,365,2.2,95.4,t,17,34,61,318,162,38,10,0,10,1.06,4.68,4.87,4.82,4.89,4.87
3600,591924404931690277,20250609011815,290355593,29.97716,-90.07797,Fairgrounds,,Entire home,Entire home/apt,2019-08-30,"New Orleans, LA",within an hour,100%,100%,t,7,25,t,t,5,2.0,2 baths,2.0,0.0,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Outdoor furniture"", ""Stove"", ""65 inch HDTV with Netflix"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Safe"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Single oven"", ""Freezer"", ""Keypad""]",$76.00,30,30,30,30,1125,1125,30.0,1125.0,t,16,46,76,256,184,77,13,0,19,2.01,4.82,4.84,4.75,4.9,4.75
3800,655958559815449038,20250609011815,370734277,29.96318,-90.06079,French Quarter,,Room in boutique hotel,Private room,2020-10-05,,,,,,28,35,t,t,2,1.0,1 shared bath,1.0,4.0,"[""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""Fire extinguisher"", ""TV"", ""Essentials"", ""Smart lock"", ""Hangers"", ""Iron"", ""Private entrance"", ""Patio or balcony""]",$73.00,1,45,1,3,45,45,2.1,45.0,t,23,50,74,344,182,60,17,1,14,1.7,4.8,4.85,4.85,4.88,5.0
4000,707916541638355950,20250609011815,442029804,29.9349207,-90.0802564,Central City,,Entire condo,Entire home/apt,2022-01-25,"Princeville, HI",within an hour,99%,56%,f,3687,4223,t,t,4,1.0,1 bath,1.0,2.0,"[""Shared hot tub"", ""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Shared pool"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Gym"", ""Fire extinguisher"", ""TV"", ""Safe"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Crib"", ""Pack \u2019n play/Travel crib""]",$109.00,30,365,30,30,365,365,30.0,365.0,t,20,50,80,348,188,1,0,0,0,0.03,5.0,5.0,5.0,5.0,5.0
4200,752070091934076829,20250609011815,484507462,29.947433,-90.069888,Central Business District,,Entire rental unit,Entire home/apt,2022-10-21,"New Orleans, LA",within an hour,99%,100%,f,7,7,t,t,4,1.0,1 bath,1.0,2.0,"[""Dishes and silverware"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Whirlpool refrigerator"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Toaster"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Cooking basics""]",$104.00,1,365,1,4,365,365,1.6,365.0,t,30,60,90,365,198,363,91,8,65,8.09,4.79,4.82,4.78,4.86,4.92
4400,812553733278182648,20250609011815,127443394,29.938389028846867,-90.0987410426762,Milan,,Entire home,Entire home/apt,2017-04-24,"New Orleans, LA",,,,f,1,1,t,f,6,2.0,2 baths,3.0,6.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Shared backyard \u2013 Fully fenced"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Ceiling fan"", ""Frigidaire stainless steel electric stove"", ""Outlet covers"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Fast wifi \u2013 350 Mbps"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Free driveway parking on premises \u2013 2 spaces"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""65 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Stainless steel single oven"", ""Private entrance"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing""]",$228.00,2,90,2,2,1125,1125,2.0,1125.0,t,28,58,82,82,82,52,17,1,23,1.85,4.98,5.0,4.98,4.98,4.69
