Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
942,18383389,20250609011815,560749999,29.96,-90.06403,French Quarter,,Entire loft,Entire home/apt,2024-02-06,"New Orleans, LA",,,100%,t,25,26,t,t,5,1.0,1 bath,0.0,4.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Paid parking off premises"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Backyard"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Kitchen"", ""Essentials"", ""High chair"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Courtyard view"", ""Patio or balcony"", ""Keypad""]",$109.00,1,365,1,4,30,1125,1.3,348.0,t,16,42,63,216,164,359,39,3,41,3.64,4.71,4.79,4.83,4.91,4.95
943,18383644,20250609011815,560749999,29.96,-90.06403,French Quarter,,Entire loft,Entire home/apt,2024-02-06,"New Orleans, LA",,,100%,t,25,26,t,t,6,1.0,1 bath,1.0,5.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Wifi"", ""Outdoor furniture"", ""Shared backyard"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Paid parking off premises"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Essentials"", ""Shared patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Garden view"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Private entrance"", ""Clothing storage"", ""Keypad""]",$116.00,1,365,1,4,30,365,1.3,127.3,t,10,28,57,206,146,335,32,3,36,3.4,4.59,4.52,4.68,4.75,4.94
944,18383770,20250609011815,560749999,29.96,-90.06403,French Quarter,,Entire rental unit,Entire home/apt,2024-02-06,"New Orleans, LA",,,100%,t,25,26,t,t,7,1.5,1.5 baths,2.0,4.0,"[""Pocket wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Wifi"", ""Air conditioning"", ""Portable fans"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Backyard"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Essentials"", ""Shared patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Paid street parking off premises"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Coffee"", ""Private entrance"", ""Keypad""]",$139.00,1,365,1,4,30,365,1.3,130.0,t,7,29,56,210,150,423,32,2,46,4.31,4.65,4.65,4.72,4.81,4.94
997,19349334,20250609011815,560749999,29.96,-90.06403,French Quarter,,Entire rental unit,Entire home/apt,2024-02-06,"New Orleans, LA",,,100%,t,25,26,t,t,5,1.0,1 bath,1.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Stove"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Backyard"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Shared patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Paid street parking off premises"", ""Conditioner"", ""Wine glasses"", ""Private entrance"", ""Keypad""]",$132.00,1,365,1,4,30,1125,1.2,348.0,t,7,11,21,128,91,470,50,3,54,5.04,4.65,4.7,4.67,4.78,4.93
1424,25264128,20250609011815,656185261,29.97153,-90.05799,Seventh Ward,,Entire home,Entire home/apt,2024-10-08,,,,,f,1,1,t,f,8,4.0,4 baths,4.0,8.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dryer"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Paid parking off premises"", ""Pets allowed"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Free parking on premises"", ""First aid kit"", ""Washer"", ""Backyard"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Ethernet connection"", ""Cleaning available during stay"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""High chair"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Private entrance"", ""Freezer""]",$176.00,1,120,1,4,120,1125,2.3,599.1,t,16,42,63,109,109,133,9,2,13,1.58,4.92,4.94,4.96,4.96,4.62
1976,34601898,20250609011815,459131117,29.96686,-90.05595,Marigny,,Room in boutique hotel,Hotel room,2022-05-14,"New Orleans, LA",,,,f,6,6,t,t,2,1.0,1 private bath,1.0,1.0,"[""Shared hot tub"", ""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Air conditioning"", ""Outdoor furniture"", ""Dryer"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""High chair"", ""Hangers"", ""Iron"", ""Cooking basics"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Keypad""]",$114.00,2,30,1,4,14,30,2.0,28.3,t,16,39,65,236,127,39,2,0,7,0.57,4.95,4.95,4.9,5.0,5.0
2012,35596135,20250609011815,667371556,29.96441,-90.06845,Treme - Lafitte,,Private room in home,Private room,2024-12-16,,,,,f,1,1,t,t,2,1.0,1 private bath,1.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Blender"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Private patio or balcony"", ""Stainless steel electric stove"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dryer"", ""Ceiling fan"", ""Clothing storage: closet and wardrobe"", ""Self check-in"", ""Free driveway parking on premises \u2013 2 spaces"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Paid parking off premises"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Backyard"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Ethernet connection"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Lock on bedroom door"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Private entrance"", ""Freezer""]",$61.00,30,120,1,3,120,1125,2.4,582.6,t,27,57,87,302,195,12,2,0,4,0.17,4.58,4.58,4.92,4.92,4.83
2077,36801763,20250609011815,459989161,29.922367095947266,-90.07881927490234,Irish Channel,,Entire home,Entire home/apt,2022-05-20,"New Orleans, LA",within an hour,100%,91%,t,21,27,t,t,4,1.0,1 bath,2.0,4.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Outdoor furniture"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Free parking on premises"", ""Washer"", ""Backyard"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hangers"", ""Iron"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Private entrance"", ""Patio or balcony""]",$121.00,2,1125,1,2,1125,1125,2.0,1125.0,t,15,45,61,61,61,99,5,0,15,1.54,4.88,4.83,4.83,4.9,4.84
2181,39003644,20250609011815,560749999,29.96044,-90.06325,French Quarter,,Entire condo,Entire home/apt,2024-02-06,"New Orleans, LA",,,100%,t,25,26,t,t,4,1.0,1 bath,2.0,1.0,"[""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Coffee maker: Nespresso"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Portable fans"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Exterior security cameras on property"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Laundromat nearby"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""50 inch HDTV with Netflix, Roku"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Courtyard view"", ""Coffee"", ""Private entrance"", ""Freezer"", ""Keypad""]",$111.00,1,365,1,4,30,1125,1.3,348.0,t,12,40,70,222,161,216,34,1,28,3.37,4.6,4.63,4.68,4.84,4.93
2182,39005322,20250609011815,560749999,29.959922790527344,-90.06206512451172,French Quarter,,Entire rental unit,Entire home/apt,2024-02-06,"New Orleans, LA",,,100%,t,25,26,t,t,5,1.0,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Room-darkening shades"", ""Wifi"", ""Outdoor furniture"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Window AC unit"", ""Gas stove"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""50 inch HDTV with Amazon Prime Video"", ""Baking sheet"", ""Conditioner"", ""Courtyard view"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Freezer"", ""Keypad""]",$158.00,1,365,1,3,30,1125,1.2,348.0,t,5,11,19,115,69,288,57,2,59,4.27,4.6,4.64,4.7,4.75,4.9
